16806537	0.0
17729646	1.0
15334294	0.0
17804849	1.0
17676583	1.0
15243566	1.0
16781030	1.0
16819027	1.0
17614288	1.0
14063946	1.0
17555904	0.0
15251730	0.0
14611899	1.0
17751009	0.0
14634545	1.0
15438331	0.0
17675018	0.0
14637073	1.0
16580094	1.0
16399733	1.0
15196910	0.0
16807906	1.0
16559238	1.0
17591741	1.0
17894147	1.0
8221302	1.0
17111604	1.0
15914568	1.0
14772754	1.0
14621691	0.0
16447956	1.0
16432193	1.0
17258110	1.0
15205950	1.0
16321473	1.0
14510271	1.0
17680346	1.0
10443052	1.0
17838447	1.0
15942355	1.0
16371383	0.0
15790987	0.0
